kepoi_name,kepler_name,koi_disposition,koi_pdisposition,ra,dec,koi_period,koi_prad,koi_depth,koi_duration,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_impact,koi_eccen,koi_model_snr,koi_score
"K01618.01","Kepler-910 b","CONFIRMED","CANDIDATE",296.047360,42.743011,2.36436762,0.82,28.4,3.372,1752.0,2228.09,6250.00,1.5430,1.3260,4.184,0.146,0,12.40,0.9120
"K01619.01",,"CANDIDATE","CANDIDATE",294.990230,39.346378,20.6654374,0.66,100.4,3.172,487.0,13.35,4830.00,0.6760,0.6710,4.605,0.05,0,13.60,1.0000
"K01621.01","Kepler-911 b","CONFIRMED","CANDIDATE",298.589200,40.750690,20.31047472,2.41,164.6,5.3357,931.0,177.81,6065.00,1.8770,1.1970,3.970,0.05,0,46.10,1.0000
"K01622.01",,"CANDIDATE","CANDIDATE",293.548890,42.888859,69.8347983,3.51,266.6,8.262,765.0,80.97,7732.00,2.0220,1.7740,4.075,0.672,0,46.80,0.8550
"K01626.01","Kepler-912 b","CONFIRMED","CANDIDATE",298.111210,41.758331,2.53475568,2.02,463,4.5716,1218.0,519.95,5662.00,0.8060,0.8080,4.532,0.878,0,51.30,1.0000
"K01627.01","Kepler-913 b","CONFIRMED","CANDIDATE",297.583130,41.952431,10.29674097,5.75,1011.8,2.7292,1129.0,384.86,6068.00,1.7970,1.2940,4.040,0.298,0,31.30,1.0000
"K01627.02","Kepler-913 c","CONFIRMED","CANDIDATE",297.583130,41.952431,5.93919041,3.7,424.5,2.285,1357.0,801.92,6068.00,1.7970,1.2940,4.040,0.107,0,15.90,0.9970
"K01628.01","Kepler-312 c","CONFIRMED","CANDIDATE",298.395750,42.459751,19.74733983,2.62,480.7,3.4444,754.0,76.57,6243.00,1.1490,1.2260,4.406,0.595,0,47.10,1.0000
"K01629.01","Kepler-914 b","CONFIRMED","CANDIDATE",290.411990,44.899330,4.4096675,1.51,132.7,2.1418,1192.0,476.94,5836.00,1.1660,1.1000,4.347,0.814,0,26.40,0.9950
"K01630.01",,"CANDIDATE","CANDIDATE",290.259640,45.388409,11.30507984,1.4,278.4,3.989,744.0,72.67,5705.00,0.8440,0.9360,4.556,0.195,0,19.50,0.9880
"K01632.01","Kepler-915 b","CONFIRMED","CANDIDATE",290.592070,45.737141,4.59489816,1.85,109.7,3.1381,1319.0,716.65,6056.00,1.3810,1.1480,4.217,0.953,0,27.70,1.0000
"K01633.01","Kepler-916 b","CONFIRMED","CANDIDATE",290.983310,45.973301,32.2964275,1.9,472.2,4.561,503.0,15.14,5246.00,0.8910,0.8540,4.470,0.207,0,17.90,0.9770
"K01637.01","Kepler-917 b","CONFIRMED","CANDIDATE",299.051270,47.949280,2.97041801,1.7,530.7,2.2369,991.0,228.11,5068.00,0.7430,0.8330,4.608,0.379,0,22.40,1.0000
"K01639.02",,"CANDIDATE","CANDIDATE",297.900450,48.094700,9.9824036,1.17,83.9,1.09,966.0,205.65,6273.00,1.1390,1.0920,4.364,0.8093,0,5.40,
"K01641.01","Kepler-918 b","CONFIRMED","CANDIDATE",298.200710,48.267841,4.8538404,1.72,196.4,3.198,1052.0,288.70,5778.00,0.9680,1.0380,4.483,0.943,0,15.40,0.9860
"K01643.01","Kepler-919 b","CONFIRMED","CANDIDATE",298.114780,48.494400,11.04605365,1.8,308.3,4.799,869.0,134.66,6093.00,1.0250,1.0250,4.429,0.064,0,24.30,0.9960
"K01644.01",,"FALSE POSITIVE","FALSE POSITIVE",297.381530,48.565041,2.621706694,34.68,4572,1.941,1288.0,648.75,5749.00,0.8810,0.7720,4.436,1.279,0,24.30,0.0000
"K01646.01","Kepler-1759 b","CONFIRMED","CANDIDATE",298.465790,48.559410,3.72020708,0.99,156.9,1.892,954.0,195.70,5017.00,0.7970,0.7600,4.516,0.341,0,15.00,1.0000
"K01647.01","Kepler-313 b","CONFIRMED","CANDIDATE",298.294950,48.775459,14.97031664,2.53,290.5,5.884,883.0,143.33,5726.00,1.4830,1.0660,4.123,0.352,0,28.90,0.9990
"K01647.02","Kepler-313 c","CONFIRMED","CANDIDATE",298.294950,48.775459,32.2753853,2.31,223.9,8.622,683.0,51.50,5726.00,1.4830,1.0660,4.123,0.608,0,17.90,0.9870
"K01647.03",,"CANDIDATE","CANDIDATE",298.294950,48.775459,6.33027476,1.02,89.2,3.67,1046.0,283.31,5900.00,1.0700,0.9640,4.363,0.3288,0,9.80,
"K01648.01","Kepler-1760 b","CONFIRMED","CANDIDATE",284.132630,48.825119,38.3262237,2.43,392.1,3.073,480.0,12.56,5229.00,0.9030,0.8210,4.441,0.963,0,15.00,0.9940
"K01649.01","Kepler-1761 b","CONFIRMED","CANDIDATE",284.132870,49.142609,4.04355245,1.75,416.2,1.965,613.0,33.34,3871.00,0.5320,0.5730,4.744,0.984,0,21.20,0.9920
"K01650.01","Kepler-920 b","CONFIRMED","CANDIDATE",284.296940,49.158680,6.53194024,3.09,771.9,3.3351,907.0,159.66,5301.00,0.9770,0.8560,4.391,0.83,0,39.60,1.0000
"K01651.01","Kepler-921 b","CONFIRMED","CANDIDATE",284.616210,49.190811,51.3011844,2.07,498.9,5.359,492.0,13.86,6032.00,0.9290,1.0140,4.508,0.003,0,19.60,0.9940
"K01654.01",,"FALSE POSITIVE","FALSE POSITIVE",283.796540,49.503990,1.097211085,16.07,38946,1.6738,740.0,71.01,3497.00,0.3340,0.3390,4.920,1.145,0,83.50,0.0000
"K01655.01","Kepler-922 b","CONFIRMED","CANDIDATE",284.731450,49.533192,0.938466959,1.58,217.4,1.3015,1876.0,2919.17,5499.00,1.0870,0.9060,4.323,0.054,0,54.40,1.0000
"K01656.01",,"CANDIDATE","CANDIDATE",293.625920,39.506310,51.3901452,3.62,494,5.995,570.0,24.98,6074.00,1.2920,1.1730,4.284,0.946,0,15.40,0.9960
"K01659.01","Kepler-1762 b","CONFIRMED","CANDIDATE",290.493160,39.785519,29.5390897,2.51,403.3,4.139,714.0,61.49,6572.00,1.2380,1.2980,4.365,0.213,0,18.80,1.0000
"K01660.01",,"CANDIDATE","CANDIDATE",290.241030,39.968010,35.6364022,1.99,452.6,4.888,537.0,19.62,5926.00,0.8870,0.9780,4.532,0.654,0,15.70,0.9850
"K01661.01",,"FALSE POSITIVE","FALSE POSITIVE",290.738040,39.919651,0.94773253,45.58,11306,1.7645,2321.0,6862.81,6302.00,1.2690,0.8950,4.183,1.186,0,103.90,0.0000
"K01662.01",,"FALSE POSITIVE","FALSE POSITIVE",294.132020,39.981979,0.784031658,1.55,352.2,0.7773,1705.0,1995.65,5435.00,0.8240,0.9370,4.578,0.102,0,28.20,0.0000
"K01665.01","Kepler-923 b","CONFIRMED","CANDIDATE",294.171080,40.055168,6.93365167,1.7,119.6,4.608,1104.0,351.27,5861.00,1.3040,1.0100,4.212,0.904,0,20.10,0.9930
"K01665.02",,"CANDIDATE","CANDIDATE",294.171080,40.055168,5.91393977,1.07,84,0.562,1112.0,361.00,6194.00,1.1290,1.2080,4.415,0.0896,0,2.80,
"K01669.01","Kepler-924 b","CONFIRMED","CANDIDATE",290.668520,40.397720,61.0373591,3.38,437.5,8.378,610.0,32.74,6309.00,1.6140,1.3580,4.154,0.071,0,40.20,0.9890
"K01672.01","Kepler-925 b","CONFIRMED","CANDIDATE",290.106540,40.490662,33.8677783,2.31,894.8,3.72,394.0,5.69,4564.00,0.6910,0.6830,4.593,0.787,0,23.80,0.9910
"K01675.01",,"CANDIDATE","CANDIDATE",291.337190,40.558201,14.62399621,21.92,1082,2.193,681.0,50.91,5753.00,0.8150,0.9070,4.570,1.209,0,25.00,1.0000
"K01677.01","Kepler-926 b","CONFIRMED","CANDIDATE",289.679350,40.700459,52.069002,2.92,558.3,3.0089,524.0,17.76,5565.00,1.2460,1.0080,4.251,0.275,0,25.60,0.9940
"K01677.02",,"CANDIDATE","CANDIDATE",289.679350,40.700459,8.51170088,,,2.9,,,,,,,,,,
"K01680.01",,"FALSE POSITIVE","FALSE POSITIVE",290.923160,40.771030,5.0825188,0.88,105,3.328,968.0,207.45,5706.00,0.8340,0.9300,4.561,0.522,0,17.10,0.0000
"K01681.01",,"CANDIDATE","CANDIDATE",291.285000,40.730049,6.93910337,1.41,614.7,2.977,445.0,9.28,3638.00,0.4200,0.4500,4.844,0.966,0,22.90,1.0000
"K01683.01","Kepler-927 b","CONFIRMED","CANDIDATE",289.383510,41.392689,9.11500269,1.78,268.3,4.558,906.0,159.34,5962.00,1.0280,1.0390,4.431,0.675,0,21.70,0.9970
"K01684.01",,"FALSE POSITIVE","FALSE POSITIVE",293.534480,41.329899,62.81584402,57.62,1688.4,2.6901,582.0,27.14,6340.00,1.4920,1.3790,4.230,1.31,0,54.60,0.0000
"K01685.01","Kepler-1764 b","CONFIRMED","CANDIDATE",293.879880,41.393822,70.468171,3.46,922.4,6.653,511.0,16.17,6461.00,1.1310,1.1620,4.396,0.031,0,45.00,0.3650
"K01686.01",,"FALSE POSITIVE","FALSE POSITIVE",298.507260,41.479050,56.86716792,,,4.23,,,,,,,,,,
"K01687.01","Kepler-928 b","CONFIRMED","CANDIDATE",289.920720,41.542831,3.93246069,1.65,455.5,2.1763,894.0,151.31,4841.00,0.7790,0.7560,4.533,0.416,0,30.60,1.0000
"K01688.01","Kepler-929 b","CONFIRMED","CANDIDATE",298.481110,41.615341,0.921030497,1.62,101.5,2.6077,2362.0,7380.64,5843.00,1.6150,1.1150,4.069,0.025,0,27.00,1.0000
"K01692.01","Kepler-314 c","CONFIRMED","CANDIDATE",294.674100,42.075581,5.960400011,2.85,828.3,2.8617,890.0,148.26,5418.00,0.8860,0.9780,4.534,0.8,0,126.10,1.0000
"K01692.02","Kepler-314 b","CONFIRMED","CANDIDATE",294.674100,42.075581,2.46106962,0.84,84.2,2.184,1195.0,483.09,5418.00,0.8860,0.9780,4.534,0.575,0,18.00,0.9590
"K01693.01",,"FALSE POSITIVE","FALSE POSITIVE",293.259160,42.126629,3.403743926,10.77,815.9,1.5017,1101.0,346.98,5596.00,0.8530,0.9060,4.533,1.075,0,59.50,1.0000
"K01700.01","Kepler-931 b","CONFIRMED","CANDIDATE",297.132630,42.768250,8.03753796,1.54,286.5,2.9118,744.0,72.44,5044.00,0.8040,0.7640,4.511,0.821,0,31.10,1.0000
"K01701.01",,"FALSE POSITIVE","FALSE POSITIVE",297.519070,42.777061,2.43902575,2.61,82.5,1.1598,2307.0,6700.04,6546.00,2.7840,1.8520,3.817,0.483,0,20.50,0.9830
"K01702.01","Kepler-1650 b","CONFIRMED","CANDIDATE",297.729250,42.866920,1.538180949,1,841,1.2635,602.0,30.85,3364.00,0.2740,0.2600,4.978,0.932,0,47.70,0.9990
"K01704.01","Kepler-1765 b","CONFIRMED","CANDIDATE",298.014430,42.957458,10.4188915,3.17,670,3.0069,855.0,126.48,5692.00,1.0640,0.9460,4.360,0.856,0,42.10,1.0000
"K01705.01","Kepler-1670 b","CONFIRMED","CANDIDATE",290.326510,43.121830,20.4998763,2.8,437.8,6.501,731.0,67.67,6249.00,1.0760,1.1300,4.428,0.943,0,21.10,1.0000
"K01706.01","Kepler-932 b","CONFIRMED","CANDIDATE",296.952060,43.271969,1.921437488,1.77,278.7,1.9046,1276.0,626.79,5238.00,0.8510,0.7840,4.472,0.919,0,56.70,1.0000
"K01707.01","Kepler-315 b","CONFIRMED","CANDIDATE",298.023100,43.363522,96.109323,4.01,982.3,9.877,409.0,6.59,5792.00,1.0050,0.8750,4.375,0.948,0,28.70,0.9980
"K01708.01",,"CANDIDATE","CANDIDATE",290.882320,43.471760,32.7737631,5,564.5,3.416,686.0,52.22,5640.00,1.5340,1.0230,4.076,0.971,0,21.70,1.0000
"K01710.01","Kepler-933 b","CONFIRMED","CANDIDATE",289.568660,43.538609,14.20442616,1.9,800.6,3.898,602.0,31.10,5350.00,0.6780,0.7580,4.647,0.011,0,26.70,0.9970
"K01711.01","Kepler-934 b","CONFIRMED","CANDIDATE",290.288450,43.755322,55.673582,2.19,765.1,3.778,384.0,5.16,4998.00,0.8080,0.8060,4.530,0.274,0,22.70,0.9910
"K01713.01","Kepler-316 c","CONFIRMED","CANDIDATE",290.826020,44.184109,6.82778157,1.34,545.8,2.3726,577.0,26.31,4198.00,0.5740,0.5870,4.689,0.336,0,32.20,1.0000
"K01713.02","Kepler-316 b","CONFIRMED","CANDIDATE",290.826020,44.184109,2.240486703,1.22,436.3,1.3988,837.0,115.98,4198.00,0.5740,0.5870,4.689,0.461,0,33.80,1.0000
"K01715.01","Kepler-1766 b","CONFIRMED","CANDIDATE",294.277280,46.675282,105.0145774,2.29,296,7.426,406.0,6.44,5868.00,1.0420,0.9150,4.363,0.954,0,33.90,0.8550
"K01716.01","Kepler-935 b","CONFIRMED","CANDIDATE",295.021670,46.619221,4.88084456,1.55,343,2.5574,879.0,141.00,4929.00,0.8610,0.8170,4.481,0.227,0,32.60,1.0000
"K01717.01","Kepler-936 b","CONFIRMED","CANDIDATE",293.577760,46.736340,10.56137217,2.43,238.4,3.2645,867.0,133.56,5610.00,1.1710,1.0340,4.316,0.963,0,21.70,0.9690
"K01718.01","Kepler-937 b","CONFIRMED","CANDIDATE",294.168820,46.714611,67.6690554,3.39,961.1,9.556,495.0,14.24,6127.00,1.0800,0.9640,4.356,0.354,0,37.20,0.9640
"K01720.01","Kepler-1767 b","CONFIRMED","CANDIDATE",293.644170,46.989761,59.6585348,3.59,1043.8,5.514,393.0,5.66,5243.00,0.8310,0.8870,4.547,0.956,0,21.20,0.9990
"K01721.01","Kepler-938 b","CONFIRMED","CANDIDATE",294.789150,46.983990,52.6298542,3.68,675.8,6.118,544.0,20.65,5339.00,1.4330,0.9330,4.096,0.311,0,27.20,1.0000
"K01722.01","Kepler-939 b","CONFIRMED","CANDIDATE",293.865600,47.026829,14.8783945,1.63,322.8,7.491,692.0,54.19,5822.00,0.8370,0.9200,4.557,0.749,0,22.90,0.8200
"K01723.01","Kepler-940 b","CONFIRMED","CANDIDATE",294.241300,47.275982,59.6222627,3.63,993.4,6.888,486.0,13.23,6108.00,0.9970,1.0720,4.471,0.873,0,31.90,0.9920
"K01724.01","Kepler-941 b","CONFIRMED","CANDIDATE",294.326350,47.217609,17.42393582,3.29,770.9,4.929,722.0,64.13,6018.00,0.9690,0.9860,4.460,0.927,0,33.20,1.0000
"K01725.01","Kepler-1651 b","CONFIRMED","CANDIDATE",283.628850,48.391003,9.8786461,1.6,1472.7,1.8915,393.0,5.65,3609.00,0.4220,0.4520,4.843,0.019,0,49.20,1.0000
"K01726.01","Kepler-942 b","CONFIRMED","CANDIDATE",294.955110,44.149818,44.96407458,2,811.6,4.981,379.0,4.89,4827.00,0.7290,0.8170,4.615,0.11,0,88.00,0.7480
"K01727.01","Kepler-943 b","CONFIRMED","CANDIDATE",284.273960,41.535019,49.7700907,5.12,3529.2,10.065,455.0,10.16,5774.00,0.8180,0.9070,4.567,0.655,0,109.80,0.9980
"K01728.01",,"FALSE POSITIVE","FALSE POSITIVE",295.216610,50.084332,12.7319385,70.11,11449,4.4157,1145.0,405.75,7238.00,1.5680,1.4910,4.221,1.278,0,69.90,0.9940
"K01731.01",,"CANDIDATE","CANDIDATE",301.469300,44.159649,2.59488443,2.36,592.2,1.684,1014.0,249.92,4748.00,0.7970,0.7760,4.526,0.885,0,14.90,0.8090
"K01732.01","Kepler-944 b","CONFIRMED","CANDIDATE",293.601260,42.379761,43.3167427,2.42,987.5,4.995,459.0,10.47,5654.00,0.7740,0.8650,4.590,0.034,0,27.10,1.0000
"K01733.01",,"CANDIDATE","CANDIDATE",301.085720,44.380192,19.18109525,1.72,865.4,2.424,513.0,16.42,5214.00,0.5870,0.5910,4.673,0.007,0,17.60,0.9380
"K01736.01","Kepler-945 b","CONFIRMED","CANDIDATE",291.269740,42.096039,31.0033072,2.72,645.2,5.253,616.0,34.03,6090.00,1.0710,1.1730,4.447,0.151,0,22.10,1.0000
"K01738.01","Kepler-1671 b","CONFIRMED","CANDIDATE",291.748380,39.446880,4.16787814,1.07,168.1,2.2136,962.0,202.48,5251.00,0.8470,0.9100,4.541,0.168,0,32.90,0.9990
"K01739.01",,"CANDIDATE","CANDIDATE",291.650090,42.700779,220.65651253,,,7.82,,,,,,,,,,
"K01746.01","Kepler-946 b","CONFIRMED","CANDIDATE",300.929600,44.028790,11.79161234,2.41,415.4,3.036,857.0,127.75,5619.00,1.1990,0.9620,4.264,0.034,0,20.70,0.9980
"K01747.01",,"FALSE POSITIVE","FALSE POSITIVE",291.418330,42.579819,20.55848388,36.9,677.3,1.449,624.0,35.76,5578.00,0.9360,0.9740,4.484,1.334,0,20.80,1.0000
"K01749.01","Kepler-947 b","CONFIRMED","CANDIDATE",294.366730,42.252682,26.964501,2.2,601.7,3.792,573.0,25.56,5754.00,0.9050,1.0210,4.534,0.006,0,20.10,1.0000
"K01750.01","Kepler-948 b","CONFIRMED","CANDIDATE",293.300230,41.523338,7.76845639,1.35,217.8,3.689,841.0,118.09,5447.00,0.9170,0.9280,4.481,0.353,0,23.60,0.9990
"K01751.01","Kepler-949 b","CONFIRMED","CANDIDATE",298.607880,46.453678,8.689301216,2.92,1117,2.563,782.0,88.24,5211.00,0.8950,0.8170,4.447,0.029,0,70.90,1.0000
"K01751.02","Kepler-949 c","CONFIRMED","CANDIDATE",298.607880,46.453678,20.99757968,2.97,1131.8,2.454,582.0,27.20,5211.00,0.8950,0.8170,4.447,0.277,0,44.70,0.0000
"K01753.01",,"FALSE POSITIVE","FALSE POSITIVE",298.140530,40.073872,0.979442525,1.64,469.3,1.0348,1567.0,1420.01,5532.00,0.7450,0.8330,4.607,0.388,0,27.00,0.0010
"K01754.01","Kepler-1768 b","CONFIRMED","CANDIDATE",299.957210,44.771889,15.13590453,2.57,255.7,2.236,933.0,179.16,6050.00,1.5720,1.2400,4.137,0.46,0,19.80,0.9920
"K01758.01",,"CANDIDATE","CANDIDATE",295.434360,42.166321,5.59728249,3.28,1407.3,1.795,930.0,176.53,5610.00,0.8580,0.9530,4.551,0.473,0,30.80,1.0000
"K01760.01","Kepler-317 b","CONFIRMED","CANDIDATE",294.943880,39.032059,5.52418625,2.25,491,2.826,976.0,214.86,5334.00,1.0040,0.8650,4.372,0.492,0,20.70,0.6770
"K01760.02","Kepler-317 c","CONFIRMED","CANDIDATE",294.943880,39.032059,8.77514782,1.91,351.9,3.176,837.0,115.84,5334.00,1.0040,0.8650,4.372,0.504,0,12.70,0.9720
"K01761.01",,"FALSE POSITIVE","FALSE POSITIVE",294.146820,39.127060,10.12742274,3.8,933.5,1.2762,969.0,208.77,6392.00,1.1620,1.2320,4.399,0.696,0,19.50,1.0000
"K01762.01",,"FALSE POSITIVE","FALSE POSITIVE",298.133910,40.530289,0.870693883,2.09,438.5,1.2137,1876.0,2923.54,5985.00,0.8830,0.9400,4.519,0.832,0,55.60,0.4060
"K01764.01",,"CANDIDATE","CANDIDATE",286.052800,50.256592,12.681733929,7.25,5879.1,1.6866,601.0,30.84,4976.00,0.7010,0.6770,4.577,0.929,0,102.80,1.0000
"K01765.01",,"FALSE POSITIVE","FALSE POSITIVE",296.660860,43.816441,6.814984472,14.18,23915.3,3.05409,836.0,115.58,5465.00,0.8170,0.8970,4.566,0.793,0,742.20,0.0000
"K01770.01",,"FALSE POSITIVE","FALSE POSITIVE",299.602020,43.695995,63.9354965,2637.6,1250.6,13.321,2590.0,10631.01,3626.00,97.4100,1.6730,0.684,1.2,0,57.60,0.0000
"K01773.01",,"CANDIDATE","CANDIDATE",296.088200,47.142891,83.09708021,13.83,15860.2,9.2639,329.0,2.78,5286.00,0.6360,0.6260,4.627,0.993,0,277.20,0.0000
"K01779.01","Kepler-318 b","CONFIRMED","CANDIDATE",298.482820,46.793621,4.66271902,3.86,1630.6,2.757,1039.0,274.98,5729.00,0.9390,1.0510,4.514,0.485,0,28.20,1.0000
"K01779.02","Kepler-318 c","CONFIRMED","CANDIDATE",298.482820,46.793621,11.8150174,3.48,1003,2.834,762.0,79.66,5729.00,0.9390,1.0510,4.514,0.875,0,10.50,1.0000
"K01781.01","Kepler-411 c","CONFIRMED","CANDIDATE",287.605590,49.523258,7.834433676,3.47,2018.1,2.89,689.0,53.33,4920.00,0.7200,0.8220,4.620,0.714,0,246.60,1.0000
"K01781.02","Kepler-411 b","CONFIRMED","CANDIDATE",287.605590,49.523258,3.005156911,2.2,691.6,2.0747,949.0,191.27,4920.00,0.7200,0.8220,4.620,0.844,0,115.10,1.0000
"K01825.01","Kepler-964 b","CONFIRMED","CANDIDATE",295.300080,40.556591,13.52252364,2.11,690.6,3.987,652.0,42.82,5338.00,0.8160,0.8750,4.557,0.216,0,22.40,1.0000
"K01826.01","Kepler-965 b","CONFIRMED","CANDIDATE",298.515320,41.891201,134.2520474,3.43,832.1,9.0636,393.0,5.63,5818.00,1.2000,0.9910,4.276,0.001,0,57.20,0.9870
"K01828.01","Kepler-966 b","CONFIRMED","CANDIDATE",297.270570,50.121811,99.7468804,3.94,1287,6.804,391.0,5.55,5620.00,0.9740,0.7970,4.363,0.828,0,45.60,1.0000
"K01829.01",,"FALSE POSITIVE","FALSE POSITIVE",296.522430,43.363369,22.84156293,30,2940.7,2.5997,557.0,22.78,5381.00,0.8260,0.8580,4.538,1.267,0,47.60,0.0000
"K01830.01","Kepler-967 b","CONFIRMED","CANDIDATE",286.558070,38.405369,13.22714056,2.22,812,3.2861,638.0,39.10,5180.00,0.8000,0.8250,4.548,0.013,0,51.80,1.0000
"K01831.01","Kepler-324 c","CONFIRMED","CANDIDATE",286.471470,49.649021,51.8098276,2.6,1025.4,6.343,410.0,6.71,5191.00,0.8260,0.8440,4.530,0.273,0,56.80,1.0000
"K01831.02","Kepler-324 b","CONFIRMED","CANDIDATE",286.471470,49.649021,4.38536428,1.15,198.5,2.5126,935.0,180.22,5191.00,0.8260,0.8440,4.530,0.335,0,25.90,0.9500
"K01831.03","Kepler-324 d","CONFIRMED","CANDIDATE",286.471470,49.649021,34.205785079,1.1,183.2,5.1691,471.0,11.67,5191.00,0.8260,0.8440,4.530,0.319,0,11.60,0.8500
"K01831.04","Kepler-324 e","CONFIRMED","CANDIDATE",286.471470,49.649021,13.97945055,1.97,356.1,1.2325,635.0,38.44,5191.00,0.8260,0.8440,4.530,0.924,0,17.10,0.9800
"K01832.01","Kepler-325 b","CONFIRMED","CANDIDATE",289.835420,49.825630,4.544436472,3,879.3,1.8141,1017.0,253.48,5445.00,0.9370,0.9190,4.458,0.731,0,42.50,1.0000
"K01832.02","Kepler-325 c","CONFIRMED","CANDIDATE",289.835420,49.825630,12.76220558,3.18,653.8,2.0688,721.0,63.86,5445.00,0.9370,0.9190,4.458,0.955,0,17.40,0.9740
"K01832.03","Kepler-325 d","CONFIRMED","CANDIDATE",289.835420,49.825630,38.7149617,2.62,694.8,3.441,498.0,14.55,5445.00,0.9370,0.9190,4.458,0.691,0,16.20,0.9990
"K01833.01","Kepler-968 b","CONFIRMED","CANDIDATE",285.602540,50.112041,3.69298623,1.74,763.3,1.7744,745.0,72.66,4402.00,0.5720,0.5750,4.682,0.775,0,33.90,1.0000
"K01835.01","Kepler-326 c","CONFIRMED","CANDIDATE",294.325530,46.002251,4.580346161,1.38,308.3,2.097,889.0,147.56,5103.00,0.7890,0.8200,4.558,0.384,0,49.80,1.0000
"K01835.02","Kepler-326 b","CONFIRMED","CANDIDATE",294.325530,46.002251,2.248288213,1.25,263.2,2.0361,1127.0,380.75,5103.00,0.7890,0.8200,4.558,0.004,0,59.70,1.0000
"K01835.03","Kepler-326 d","CONFIRMED","CANDIDATE",294.325530,46.002251,6.76690759,1.31,249.3,1.7062,781.0,87.79,5103.00,0.7890,0.8200,4.558,0.648,0,29.70,1.0000
"K01837.01","Kepler-969 b","CONFIRMED","CANDIDATE",288.372500,47.933559,34.1732156,2.37,635,4.7679,465.0,11.09,5201.00,0.8340,0.9480,4.573,0.815,0,38.90,1.0000
"K01838.01","Kepler-970 b","CONFIRMED","CANDIDATE",289.625240,40.708729,16.7364755,2.73,1147,2.151,464.0,10.99,4334.00,0.6530,0.6460,4.618,0.9,0,9.90,1.0000
"K01839.01","Kepler-971 b","CONFIRMED","CANDIDATE",284.094570,41.182819,9.59068586,3.93,544.6,3.452,1087.0,329.34,5476.00,1.6730,0.8190,3.904,0.359,0,40.00,1.0000
"K01840.01","Kepler-972 b","CONFIRMED","CANDIDATE",295.828700,43.425491,7.03932913,4.67,836.7,3.514,1060.0,298.33,5846.00,1.2400,1.0640,4.278,0.956,0,48.60,1.0000
"K01841.01","Kepler-973 b","CONFIRMED","CANDIDATE",290.165250,49.923859,49.6075771,2.12,626.7,2.9575,402.0,6.17,5187.00,0.7740,0.8580,4.592,0.764,0,44.90,0.9780
"K01842.01","Kepler-1770 b","CONFIRMED","CANDIDATE",299.250310,43.410439,16.84183355,3.08,822.1,2.6194,699.0,56.43,5602.00,1.0090,0.9410,4.404,0.688,0,23.60,1.0000
"K01843.01","Kepler-974 b","CONFIRMED","CANDIDATE",285.013090,40.220749,4.194496867,1.57,660.7,1.7807,577.0,26.20,3706.00,0.5220,0.5550,4.747,0.863,0,45.00,1.0000
"K01843.02",,"CANDIDATE","CANDIDATE",285.013090,40.220749,6.35585682,0.86,176.6,1.55,503.0,15.10,3706.00,0.5220,0.5550,4.747,0.912,0,9.20,0.9740
"K01845.01","Kepler-975 b","CONFIRMED","CANDIDATE",290.548550,38.495281,1.970340203,3.97,403.2,1.7901,1599.0,1540.07,4883.00,1.6670,0.9510,3.972,0.859,0,56.30,1.0000
"K01845.02","Kepler-975 c","CONFIRMED","CANDIDATE",290.548550,38.495281,5.05821338,10.69,748.3,1.132,1168.0,439.80,4883.00,1.6670,0.9510,3.972,1.004,0,43.20,1.0000
"K01847.01","Kepler-977 b","CONFIRMED","CANDIDATE",291.516200,42.248192,26.85323647,2.65,965.8,4.4557,544.0,20.77,5329.00,0.8690,0.7860,4.455,0.01,0,53.30,1.0000
"K01848.01","Kepler-978 b","CONFIRMED","CANDIDATE",286.710720,43.043449,49.6220669,3.33,505.5,7.222,546.0,20.99,5938.00,1.1840,1.0970,4.331,0.939,0,47.60,0.9990
"K01849.01","Kepler-979 b","CONFIRMED","CANDIDATE",300.371280,46.408279,8.08801663,2.94,952.9,1.8334,792.0,92.93,5269.00,0.8740,0.8700,4.494,0.744,0,46.10,1.0000
"K01850.01","Kepler-980 b","CONFIRMED","CANDIDATE",294.613010,45.060169,11.55103848,2.17,402.8,3.3601,845.0,120.76,5907.00,1.0580,1.0140,4.395,0.493,0,49.80,1.0000
"K01851.01","Kepler-981 b","CONFIRMED","CANDIDATE",289.248900,47.650101,4.469754641,2.26,553.9,1.813,1103.0,350.69,5988.00,0.9340,1.0210,4.507,0.494,0,37.10,1.0000
"K01852.01","Kepler-982 b","CONFIRMED","CANDIDATE",288.417690,46.590431,15.77382794,2.72,313.6,4.957,955.0,196.14,6283.00,1.5310,1.1500,4.129,0.035,0,30.40,1.0000
"K01853.01","Kepler-983 b","CONFIRMED","CANDIDATE",285.104060,45.008171,60.0853848,2.4,432.2,7.007,485.0,13.07,6028.00,1.0470,1.1490,4.459,0.79,0,51.70,0.9970
"K01854.01","Kepler-984 b","CONFIRMED","CANDIDATE",296.958860,46.394131,43.0343364,2.5,541.6,6.571,484.0,13.01,5550.00,0.9110,0.9060,4.476,0.882,0,50.00,0.9900
"K01856.01",,"CANDIDATE","CANDIDATE",297.078610,49.502079,46.2991052,4.33,854.9,5.2481,592.0,29.04,5396.00,1.5070,0.8980,4.035,0.025,0,55.00,0.9990
