kepoi_name,kepler_name,koi_disposition,koi_pdisposition,ra,dec,koi_period,koi_prad,koi_depth,koi_duration,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_impact,koi_eccen,koi_model_snr,koi_score
"K00782.01","Kepler-677 b","CONFIRMED","CANDIDATE",290.098050,50.321609,6.575315881,5.31,2793.3,4.3084,1015.0,251.38,5992.00,0.9890,0.9270,4.415,0.39,0,221.10,1.0000
"K00783.01","Kepler-678 b","CONFIRMED","CANDIDATE",295.455290,50.494560,7.275040844,4.86,3001,7.5377,833.0,113.64,5485.00,0.8670,0.9860,4.556,0.547,0,312.10,1.0000
"K00784.01","Kepler-231 c","CONFIRMED","CANDIDATE",293.973360,50.531910,19.27153892,1.93,1219.8,2.7594,393.0,5.66,4077.00,0.5600,0.5760,4.702,0.031,0,37.10,1.0000
"K00784.02","Kepler-231 b","CONFIRMED","CANDIDATE",293.973360,50.531910,10.06524317,1.91,1053.3,1.369,488.0,13.43,4077.00,0.5600,0.5760,4.702,0.628,0,30.30,1.0000
"K00785.01","Kepler-679 b","CONFIRMED","CANDIDATE",296.021330,50.567780,12.3935651,2.66,916.6,3.8896,677.0,49.68,5557.00,0.7500,0.8320,4.603,0.883,0,35.80,1.0000
"K00786.01","Kepler-680 b","CONFIRMED","CANDIDATE",291.622410,50.618240,3.689920099,1.89,426.7,2.6557,1147.0,408.99,5880.00,0.9170,1.0100,4.518,0.151,0,35.60,1.0000
"K00787.01","Kepler-232 b","CONFIRMED","CANDIDATE",295.816160,51.121738,4.431238488,3.25,1010.9,3.15,1104.0,351.23,5714.00,1.0150,1.0070,4.428,0.405,0,71.10,1.0000
"K00787.02","Kepler-232 c","CONFIRMED","CANDIDATE",295.816160,51.121738,11.37936986,3.95,1023.5,2.6255,806.0,99.68,5714.00,1.0150,1.0070,4.428,0.911,0,37.90,1.0000
"K00788.01","Kepler-681 b","CONFIRMED","CANDIDATE",289.399720,51.250320,26.39432897,3.07,1510.9,3.573,489.0,13.49,5129.00,0.7630,0.8460,4.595,0.602,0,48.20,1.0000
"K00789.01",,"FALSE POSITIVE","FALSE POSITIVE",291.044800,51.321671,14.1798187,1.88,459.9,2.505,711.0,60.35,5799.00,0.8780,0.9750,4.539,0.1601,0,11.20,
"K00790.01","Kepler-233 b","CONFIRMED","CANDIDATE",296.366520,51.319519,8.47237911,2.59,1123.5,2.7245,751.0,75.44,5354.00,0.7880,0.8840,4.587,0.022,0,47.60,1.0000
"K00790.02","Kepler-233 c","CONFIRMED","CANDIDATE",296.366520,51.319519,60.4189369,2.36,931.3,5.039,390.0,5.49,5354.00,0.7880,0.8840,4.587,0.094,0,20.10,0.9890
"K00791.01","Kepler-682 b","CONFIRMED","CANDIDATE",289.112210,51.737381,12.611904345,7.4,6105.6,5.1497,753.0,76.15,5795.00,0.9190,0.9920,4.508,0.55,0,277.20,1.0000
"K00792.01",,"FALSE POSITIVE","FALSE POSITIVE",290.843690,37.728828,1.433769925,46.58,1976.3,1.8868,1920.0,3209.29,6017.00,1.3390,1.0830,4.220,1.268,0,112.60,0.0000
"K00793.01",,"FALSE POSITIVE","FALSE POSITIVE",291.848910,37.713501,10.31872301,28.59,871.7,3.836,876.0,139.26,5927.00,1.0600,1.0500,4.409,1.215,0,38.20,0.0000
"K00794.01","Kepler-683 b","CONFIRMED","CANDIDATE",291.439970,37.905659,2.539183147,2.06,382.1,2.4282,1332.0,743.09,5519.00,1.0620,0.9210,4.350,0.238,0,38.90,1.0000
"K00795.01","Kepler-684 b","CONFIRMED","CANDIDATE",290.870510,38.273628,6.770300385,2.77,1304,2.0844,812.0,102.87,5653.00,0.6790,0.7670,4.656,0.838,0,50.80,1.0000
"K00796.01",,"FALSE POSITIVE","FALSE POSITIVE",290.996890,38.284920,0.444291966,27.51,10967.4,2.0792,1836.0,2706.26,5255.00,0.6360,0.7090,4.678,1.258,0,299.70,0.0000
"K00797.01",,"CANDIDATE","CANDIDATE",291.281950,38.241669,10.181584004,7.73,5741.1,3.5089,812.0,102.91,5988.00,0.8360,0.8850,4.541,0.92,0,183.60,1.0000
"K00798.01",,"FALSE POSITIVE","FALSE POSITIVE",292.315950,38.270290,3.341913228,21.55,725.3,3.813,1032.0,268.67,5295.00,0.8110,0.8530,4.551,1.213,0,39.00,0.0000
"K00799.01",,"FALSE POSITIVE","FALSE POSITIVE",294.368190,38.310280,1.626630225,32.43,1620.6,2.1145,1547.0,1355.88,5735.00,0.9730,0.8890,4.410,1.26,0,103.60,0.7730
"K00800.01","Kepler-234 b","CONFIRMED","CANDIDATE",291.653530,38.494659,2.711504086,3.12,837.5,3.0099,1420.0,960.79,6214.00,1.0760,1.1690,4.442,0.023,0,64.50,1.0000
"K00800.02","Kepler-234 c","CONFIRMED","CANDIDATE",291.653530,38.494659,7.21203748,3.32,950.4,4.0491,1025.0,260.58,6214.00,1.0760,1.1690,4.442,0.012,0,51.50,1.0000
"K00801.01","Kepler-685 b","CONFIRMED","CANDIDATE",293.871920,38.422939,1.625522174,9.73,7969,2.38963,1579.0,1467.41,5539.00,1.1060,0.9350,4.322,0.076,0,799.70,1.0000
"K00802.01",,"CANDIDATE","CANDIDATE",293.816190,38.563568,19.620346923,13.6,21724.6,2.0038,643.0,40.39,5710.00,0.9050,0.9280,4.492,0.458,0,340.50,1.0000
"K00803.01",,"FALSE POSITIVE","FALSE POSITIVE",293.941160,38.601101,7.544039,17.47,322.6,6.222,838.0,116.46,5657.00,0.8240,0.9190,4.567,1.175,0,14.20,0.0000
"K00804.01","Kepler-1727 b","CONFIRMED","CANDIDATE",290.333620,38.728230,9.02930689,2.57,1019.8,3.1449,757.0,77.75,5349.00,0.8200,0.8240,4.526,0.024,0,53.90,1.0000
"K00805.01",,"FALSE POSITIVE","FALSE POSITIVE",287.696750,38.886452,10.328035714,13.28,16917.7,7.7915,843.0,119.31,5627.00,1.0240,0.8740,4.359,0.281,0,636.80,0.0530
"K00806.01","Kepler-30 d","CONFIRMED","CANDIDATE",285.283630,38.947281,143.2063047,8.9,10565.7,8.9302,308.0,2.14,5485.00,0.8670,0.9860,4.556,0.379,0,138.80,1.0000
"K00806.02","Kepler-30 c","CONFIRMED","CANDIDATE",285.283630,38.947281,60.32494216,12.19,20280.4,6.6188,411.0,6.77,5485.00,0.8670,0.9860,4.556,0.224,0,347.20,0.7450
"K00806.03","Kepler-30 b","CONFIRMED","CANDIDATE",285.283630,38.947281,29.1598615,1.91,488,4.803,524.0,17.85,5485.00,0.8670,0.9860,4.556,0.3619,0,11.60,
"K00807.01",,"FALSE POSITIVE","FALSE POSITIVE",286.926390,38.921631,1.540397253,25.69,816.1,2.1541,1470.0,1105.68,5663.00,0.9150,1.0340,4.530,1.225,0,38.80,0.0000
"K00808.01",,"FALSE POSITIVE","FALSE POSITIVE",287.748810,38.929550,2.99025443,1.7,589.2,5.414,918.0,168.45,4667.00,0.7310,0.7370,4.578,0.014,0,48.50,0.0000
"K00809.01","Kepler-686 b","CONFIRMED","CANDIDATE",285.213810,39.027481,1.594745374,11.3,15044.5,1.9604,1539.0,1329.42,5934.00,0.8930,0.9010,4.491,0.514,0,1009.30,1.0000
"K00810.01","Kepler-1728 b","CONFIRMED","CANDIDATE",287.093990,39.060719,4.783002698,2.5,1008.7,2.335,886.0,145.48,5170.00,0.8070,0.8910,4.574,0.003,0,70.60,1.0000
"K00811.01","Kepler-687 b","CONFIRMED","CANDIDATE",289.315430,39.153278,20.50588921,3.41,2105.5,4.0595,518.0,17.06,4905.00,0.7610,0.7390,4.544,0.26,0,78.50,1.0000
"K00812.01","Kepler-235 b","CONFIRMED","CANDIDATE",286.079130,39.278320,3.340218842,2.03,1632.6,1.9104,656.0,43.73,3950.00,0.4930,0.5020,4.754,0.466,0,71.60,1.0000
"K00812.02","Kepler-235 d","CONFIRMED","CANDIDATE",286.079130,39.278320,20.06036336,1.96,1494.7,3.3203,361.0,4.00,3950.00,0.4930,0.5020,4.754,0.556,0,35.20,1.0000
"K00812.03","Kepler-235 e","CONFIRMED","CANDIDATE",286.079130,39.278320,46.1842039,1.83,1394.7,4.758,273.0,1.32,3950.00,0.4930,0.5020,4.754,0.013,0,26.00,1.0000
"K00812.04","Kepler-235 c","CONFIRMED","CANDIDATE",286.079130,39.278320,7.82502168,1.2,520.8,2.186,494.0,14.05,3950.00,0.4930,0.5020,4.754,0.708,0,15.90,0.9940
"K00813.01","Kepler-688 b","CONFIRMED","CANDIDATE",294.655240,39.308361,3.895936525,7.34,8544.8,2.3111,1005.0,241.62,5557.00,0.7740,0.8660,4.592,0.524,0,370.80,1.0000
"K00814.01","Kepler-689 b","CONFIRMED","CANDIDATE",294.710630,39.521740,22.36646466,2.32,986.8,5.228,536.0,19.45,5395.00,0.7340,0.8210,4.615,0.4,0,32.10,0.9990
"K00815.01",,"CANDIDATE","CANDIDATE",285.920010,39.624828,34.84398644,7.61,4523.6,2.9315,511.0,16.10,5509.00,0.8710,0.8400,4.482,0.934,0,76.80,1.0000
"K00816.01","Kepler-690 b","CONFIRMED","CANDIDATE",294.489900,39.771439,7.748094239,5.52,2472.1,3.5957,964.0,204.39,5973.00,1.0850,1.1810,4.439,0.517,0,113.20,1.0000
"K00817.01","Kepler-236 c","CONFIRMED","CANDIDATE",283.866390,39.898079,23.96793669,1.8,1182.3,3.827,329.0,2.77,3747.00,0.5240,0.5360,4.728,0.416,0,27.50,1.0000
"K00817.02","Kepler-236 b","CONFIRMED","CANDIDATE",283.866390,39.898079,8.29561738,1.82,824.3,1.3421,469.0,11.39,3747.00,0.5240,0.5360,4.728,0.888,0,17.90,0.9950
"K00818.01","Kepler-691 b","CONFIRMED","CANDIDATE",288.812010,40.033401,8.11437482,2.1,1558,2.2736,460.0,10.55,3692.00,0.5170,0.5530,4.753,0.573,0,56.40,1.0000
"K00819.01",,"FALSE POSITIVE","FALSE POSITIVE",294.147890,40.055538,38.036729482,27.5,82871.6,4.34617,500.0,14.81,5575.00,0.9320,1.0510,4.521,0.501,0,1300.00,0.0000
"K00820.01",,"CANDIDATE","CANDIDATE",295.113710,40.071171,4.64090031,30.09,2450.6,35.512,1155.0,421.08,6463.00,0.8260,0.7860,4.500,1.28,0,296.90,0.0000
"K00821.01","Kepler-692 b","CONFIRMED","CANDIDATE",294.776860,40.153740,21.81295996,3.38,1175.4,4.3791,639.0,39.33,5601.00,0.9990,0.9340,4.410,0.053,0,37.80,1.0000
"K00822.01",,"FALSE POSITIVE","FALSE POSITIVE",283.538450,40.217999,7.91936937,10.34,15148.1,3.3148,814.0,104.00,5690.00,0.7760,0.8520,4.588,0.733,0,389.00,0.0000
"K00823.01",,"CANDIDATE","CANDIDATE",296.006990,40.295429,1.028436523,72.77,8098,1.8606,1947.0,3400.48,6228.00,0.9900,0.9590,4.428,1.5734,0,89.60,
"K00824.01","Kepler-693 b","CONFIRMED","CANDIDATE",283.253540,40.358189,15.37562369,11.01,15337,3.3169,600.0,30.54,4986.00,0.8330,0.7930,4.496,0.692,0,166.00,1.0000
"K00825.01","Kepler-237 c","CONFIRMED","CANDIDATE",283.221410,40.421829,8.10363271,2.11,887.9,3.161,687.0,52.82,4861.00,0.7320,0.7330,4.574,0.047,0,39.30,1.0000
"K00825.02","Kepler-237 b","CONFIRMED","CANDIDATE",283.221410,40.421829,4.71510843,1.46,417.5,2.506,823.0,108.84,4861.00,0.7320,0.7330,4.574,0.258,0,21.30,1.0000
"K00826.01","Kepler-694 b","CONFIRMED","CANDIDATE",291.149510,40.420521,6.365839713,2.44,780.7,2.9721,914.0,165.33,5776.00,0.8490,0.9390,4.554,0.524,0,70.80,1.0000
"K00827.01",,"FALSE POSITIVE","FALSE POSITIVE",294.223970,40.417858,5.97581754,3.86,962.4,3.065,1047.0,284.25,6108.00,0.9970,1.0720,4.471,0.941,0,50.30,0.0370
"K00828.01",,"FALSE POSITIVE","FALSE POSITIVE",295.378050,40.493401,2.507089906,30.26,1339.2,2.0067,1326.0,730.47,5926.00,0.9390,1.0300,4.506,1.255,0,64.90,0.0000
"K00829.01","Kepler-53 b","CONFIRMED","CANDIDATE",290.461760,40.562462,18.64932728,3.12,893.6,4.4056,701.0,57.13,5775.00,1.0530,1.0260,4.405,0.08,0,46.10,1.0000
"K00829.02","Kepler-53 d","CONFIRMED","CANDIDATE",290.461760,40.562462,9.75192101,2.76,418,4.793,870.0,135.66,5775.00,1.0530,1.0260,4.405,0.949,0,28.50,0.9980
"K00829.03","Kepler-53 c","CONFIRMED","CANDIDATE",290.461760,40.562462,38.5576546,4.02,993,5.794,550.0,21.71,5775.00,1.0530,1.0260,4.405,0.911,0,39.70,1.0000
"K00830.01","Kepler-428 b","CONFIRMED","CANDIDATE",290.581730,40.577400,3.525632539,11.58,22335,2.59959,975.0,213.12,5150.00,0.7930,0.8550,4.572,0.12,0,1996.70,0.9900
"K00831.01",,"FALSE POSITIVE","FALSE POSITIVE",294.056760,40.549679,3.9043425,12.28,16228.4,3.831,1104.0,351.05,5810.00,0.8980,0.9890,4.526,0.709,0,323.40,0.0060
"K00832.01",,"FALSE POSITIVE","FALSE POSITIVE",294.743960,40.533920,9.286358079,17.61,44791.4,3.49949,796.0,95.03,5670.00,0.8210,0.8200,4.523,0.377,0,1671.10,0.0000
"K00833.01",,"FALSE POSITIVE","FALSE POSITIVE",295.504390,40.505489,3.951405455,31.44,2453.9,2.1862,1133.0,388.71,6046.00,0.8690,0.9530,4.539,1.276,0,117.20,0.0000
"K00834.01","Kepler-238 e","CONFIRMED","CANDIDATE",287.897130,40.637821,23.65369415,7.89,3341.8,8.2183,731.0,67.65,5739.00,1.3840,1.0830,4.191,0.008,0,266.30,0.9990
"K00834.02","Kepler-238 d","CONFIRMED","CANDIDATE",287.897130,40.637821,13.23352214,3.06,504.6,6.7372,888.0,146.67,5739.00,1.3840,1.0830,4.191,0.014,0,49.10,0.9960
"K00834.03","Kepler-238 c","CONFIRMED","CANDIDATE",287.897130,40.637821,6.15560285,2.32,285,4.9843,1146.0,406.94,5739.00,1.3840,1.0830,4.191,0.235,0,35.10,0.9970
"K00834.04","Kepler-238 b","CONFIRMED","CANDIDATE",287.897130,40.637821,2.090811305,1.62,115.9,3.388,1642.0,1718.04,5739.00,1.3840,1.0830,4.191,0.746,0,19.90,1.0000
"K00834.05","Kepler-238 f","CONFIRMED","CANDIDATE",287.897130,40.637821,50.4467417,2.67,370.3,7.159,568.0,24.64,5739.00,1.3840,1.0830,4.191,0.379,0,19.40,0.9890
"K00835.01","Kepler-239 b","CONFIRMED","CANDIDATE",294.202150,40.663410,11.76307164,2.35,1037.3,2.9076,616.0,33.99,4959.00,0.7560,0.8490,4.603,0.048,0,48.90,1.0000
"K00835.02","Kepler-239 c","CONFIRMED","CANDIDATE",294.202150,40.663410,56.2279271,2.37,862.7,3.57,366.0,4.22,4959.00,0.7560,0.8490,4.603,0.7,0,20.90,0.8780
